head_word	match	diphthong?	V1	V2	preV1	postV2
je-ruí-ca-na	uí	yes	u	í	r	c	
dú-e-to-gai	ú-e	no	ú	e	d	t	
dú-e-to-gai	ai	yes	a	i	g	#	
áɨ-ma-lle-ma	áɨ	yes	á	ɨ	#	m	
já-mai-ji	ai	yes	a	i	m	j	
ráa	áa	yes	á	a	r	#	
tui-có-de	ui	yes	u	i	t	c	
rɨ-í-raɨ-ni-ga	ɨ-í	no	ɨ	í	r	r	
rɨ-í-raɨ-ni-ga	aɨ	yes	a	ɨ	r	n	
do-bái-ño-te	ái	yes	á	i	b	ñ	
bí̵-i-ra-cai-fe	í̵-i	no	í̵	i	b	r	
bí̵-i-ra-cai-fe	ai	yes	a	i	c	f	
ja-cí̵-rai	ai	yes	a	i	r	#	
í̵-nɨ-e	ɨ-e	no	ɨ	e	n	#	
fe-rái-co	ái	yes	á	i	r	c	
ño-tá-o-fe	á-o	no	á	o	t	f	
mu-rí-bi-o-ca-na	i-o	no	i	o	b	c	
ní̵ɨ	í̵ɨ	yes	í̵	ɨ	n	#	
í̵-rɨ-o	ɨ-o	no	ɨ	o	r	#	
bí-nɨ-e	ɨ-e	no	ɨ	e	n	#	
je-ruí-re-de	uí	yes	u	í	r	r	
llíi-co-tai-de	íi	yes	í	i	l	c	
llíi-co-tai-de	ai	yes	a	i	t	d	
gua-má-no	ua	yes	u	a	g	m	
ée-ti-ai	ée	yes	é	e	#	t	
ée-ti-ai	i-a	no	i	a	t	i	
ée-ti-ai	ai	yes	a	i	i	#	
jái-na-tɨ-gai-llaɨ	ái	yes	á	i	j	n	
jái-na-tɨ-gai-llaɨ	ai	yes	a	i	g	l	
jái-na-tɨ-gai-llaɨ	aɨ	yes	a	ɨ	l	#	
táɨ-cu-ru	áɨ	yes	á	ɨ	t	c	
jái-na-tɨ-gai	ái	yes	á	i	j	n	
jái-na-tɨ-gai	ai	yes	a	i	g	#	
tɨ-é-faɨ-i-de	ɨ-é	no	ɨ	é	t	f	
tɨ-é-faɨ-i-de	aɨ	yes	a	ɨ	f	i	
tɨ-é-faɨ-i-de	ɨ-i	no	ɨ	i	a	d	
ja-bó-llaɨ-ma	aɨ	yes	a	ɨ	l	m	
zí̵-i-llɨ-go-zi	í̵-i	no	í̵	i	z	l	
nɨ-é-do	ɨ-é	no	ɨ	é	n	d	
ji-bé-ru-nai-de	ai	yes	a	i	n	d	
é-fi-o	i-o	no	i	o	f	#	
daɨ-í-ta-dɨ-mɨ-e	aɨ	yes	a	ɨ	d	í	
daɨ-í-ta-dɨ-mɨ-e	ɨ-í	no	ɨ	í	a	t	
daɨ-í-ta-dɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
fɨ-é-ni-dɨ-fui-aɨ	ɨ-é	no	ɨ	é	f	n	
fɨ-é-ni-dɨ-fui-aɨ	ui	yes	u	i	f	a	
fɨ-é-ni-dɨ-fui-aɨ	i-a	no	i	a	u	ɨ	
fɨ-é-ni-dɨ-fui-aɨ	aɨ	yes	a	ɨ	i	#	
ña-zuí-ta-te	uí	yes	u	í	z	t	
úa-ta-ra-go	úa	yes	ú	a	#	t	
ui-cáɨ-do-llɨ	ui	yes	u	i	#	c	
ui-cáɨ-do-llɨ	áɨ	yes	á	ɨ	c	d	
í-gɨ-da-o	a-o	no	a	o	d	#	
zé-be-cu-aɨ	u-a	no	u	a	c	ɨ	
zé-be-cu-aɨ	aɨ	yes	a	ɨ	u	#	
llá-fo-nai-de	ai	yes	a	i	n	d	
dáa-e-ze-de	áa	yes	á	a	d	e	
dáa-e-ze-de	a-e	no	a	e	á	z	
cóo-nai-te	óo	yes	ó	o	c	n	
cóo-nai-te	ai	yes	a	i	n	t	
lló-fue-raɨ-ma	ue	yes	u	e	f	r	
lló-fue-raɨ-ma	aɨ	yes	a	ɨ	r	m	
llí̵ɨ-cai-de	í̵ɨ	yes	í̵	ɨ	l	c	
llí̵ɨ-cai-de	ai	yes	a	i	c	d	
fáɨ-ca-no-cai-de	áɨ	yes	á	ɨ	f	c	
fáɨ-ca-no-cai-de	ai	yes	a	i	c	d	
cai-ñí̵-cɨ-te	ai	yes	a	i	c	ñ	
ra-bá-toi	oi	yes	o	i	t	#	
cáɨ-ma-cai-de	áɨ	yes	á	ɨ	c	m	
cáɨ-ma-cai-de	ai	yes	a	i	c	d	
ui-lló-do	ui	yes	u	i	#	l	
jí̵ɨ-de	í̵ɨ	yes	í̵	ɨ	j	d	
jaɨ-ná-de	aɨ	yes	a	ɨ	j	n	
lla-rá-ze-ai	e-a	no	e	a	z	i	
lla-rá-ze-ai	ai	yes	a	i	e	#	
fɨ-é-ni-dɨ-mɨ-e	ɨ-é	no	ɨ	é	f	n	
fɨ-é-ni-dɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
ni-tá-oi-de	á-o	no	á	o	t	i	
ni-tá-oi-de	oi	yes	o	i	á	d	
co-ráɨ-ngo	áɨ	yes	á	ɨ	r	n	
cai-ró-i-de	ai	yes	a	i	c	r	
cai-ró-i-de	ó-i	no	ó	i	r	d	
o-nó-gai	ai	yes	a	i	g	#	
co-mái-fo-ro	ái	yes	á	i	m	f	
jai-rí-fo	ai	yes	a	i	j	r	
úu-llai-ño	úu	yes	ú	u	#	l	
úu-llai-ño	ai	yes	a	i	l	ñ	
ré-ɨ-e	é-ɨ	no	é	ɨ	r	e	
ré-ɨ-e	ɨ-e	no	ɨ	e	é	#	
cúe-raɨ-ma	úe	yes	ú	e	c	r	
cúe-raɨ-ma	aɨ	yes	a	ɨ	r	m	
fúe-ño	úe	yes	ú	e	f	ñ	
ui-á-zi	ui	yes	u	i	#	á	
ui-á-zi	i-á	no	i	á	u	z	
fúe-ñi	úe	yes	ú	e	f	ñ	
je-á-cu	e-á	no	e	á	j	c	
ná-cui-ro	ui	yes	u	i	c	r	
fá-cu-aɨ-gaɨ	u-a	no	u	a	c	ɨ	
fá-cu-aɨ-gaɨ	aɨ	yes	a	ɨ	u	g	
fá-cu-aɨ-gaɨ	aɨ	yes	a	ɨ	g	#	
e-muí-re-de	uí	yes	u	í	m	r	
jé-dɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
rá-ji-cai-de	ai	yes	a	i	c	d	
bí-fue-te	ue	yes	u	e	f	t	
fá-cui-de	ui	yes	u	i	c	d	
jo-bái-ri-zai-de	ái	yes	á	i	b	r	
jo-bái-ri-zai-de	ai	yes	a	i	z	d	
fa-ré-ca-llo-caɨ	aɨ	yes	a	ɨ	c	#	
gua-má-do	ua	yes	u	a	g	m	
fui-rí-raɨ-ma	ui	yes	u	i	f	r	
fui-rí-raɨ-ma	aɨ	yes	a	ɨ	r	m	
fáɨ-re-de	áɨ	yes	á	ɨ	f	r	
zá-i-de	á-i	no	á	i	z	d	
já-gɨ-e	ɨ-e	no	ɨ	e	g	#	
llíi-fu-e-ri-te	íi	yes	í	i	l	f	
llíi-fu-e-ri-te	u-e	no	u	e	f	r	
rá-o-te	á-o	no	á	o	r	t	
rú-i-te	ú-i	no	ú	i	r	t	
bí̵-jɨ-cai-de	ai	yes	a	i	c	d	
i-llá-nɨ-e	ɨ-e	no	ɨ	e	n	#	
dúe-nai-lla-fue	úe	yes	ú	e	d	n	
dúe-nai-lla-fue	ai	yes	a	i	n	l	
dúe-nai-lla-fue	ue	yes	u	e	f	#	
raɨ-gá-bai-de	aɨ	yes	a	ɨ	r	g	
raɨ-gá-bai-de	ai	yes	a	i	b	d	
o-nó-fai-co	ai	yes	a	i	f	c	
ui-í̵-cɨ	ui	yes	u	i	#	í̵	
ui-í̵-cɨ	i-í̵	no	i	í̵	u	c	
ru-í-de	u-í	no	u	í	r	d	
fí̵-go-fue	ue	yes	u	e	f	#	
ui-lló-cɨ	ui	yes	u	i	#	l	
u-í-co-do	u-í	no	u	í	#	c	
cí̵-i-ji	í̵-i	no	í̵	i	c	j	
a-quí-e	uí	yes	u	í	q	e	
a-quí-e	í-e	no	í	e	u	#	
é-nai	ai	yes	a	i	n	#	
que-ní-cua-za-na	ue	yes	u	e	q	n	
que-ní-cua-za-na	ua	yes	u	a	c	z	
táɨ-ba-ni	áɨ	yes	á	ɨ	t	b	
bái-ño-te	ái	yes	á	i	b	ñ	
nui-bí̵-ri-te	ui	yes	u	i	n	b	
ɨ-é-re-de	ɨ-é	no	ɨ	é	#	r	
gó-go-tai-te	ai	yes	a	i	t	t	
ve-í-de	e-í	no	e	í	v	d	
gúaɨ-jai-zaɨ-bi-te	úa	yes	ú	a	g	ɨ	
gúaɨ-jai-zaɨ-bi-te	aɨ	yes	a	ɨ	ú	j	
gúaɨ-jai-zaɨ-bi-te	ai	yes	a	i	j	z	
gúaɨ-jai-zaɨ-bi-te	aɨ	yes	a	ɨ	z	b	
cáa-me	áa	yes	á	a	c	m	
í-fi-cai-de	ai	yes	a	i	c	d	
ra-llí-raɨ	aɨ	yes	a	ɨ	r	#	
ráa-re-de	áa	yes	á	a	r	r	
qué-te	ué	yes	u	é	q	t	
úi-re	úi	yes	ú	i	#	r	
té-i-de	é-i	no	é	i	t	d	
ú-ru-e	u-e	no	u	e	r	#	
náa-ma	áa	yes	á	a	n	m	
lla-í-de	a-í	no	a	í	l	d	
ráɨ-na-zaɨ-bi-a	áɨ	yes	á	ɨ	r	n	
ráɨ-na-zaɨ-bi-a	aɨ	yes	a	ɨ	z	b	
ráɨ-na-zaɨ-bi-a	i-a	no	i	a	b	#	
ó-moɨ	oɨ	yes	o	ɨ	m	#	
bai-záɨ-bi-te	ai	yes	a	i	b	z	
bai-záɨ-bi-te	áɨ	yes	á	ɨ	z	b	
rí̵-aɨ-mo-raɨ	í̵-a	no	í̵	a	r	ɨ	
rí̵-aɨ-mo-raɨ	aɨ	yes	a	ɨ	í̵	m	
rí̵-aɨ-mo-raɨ	aɨ	yes	a	ɨ	r	#	
fí̵-daɨ-de	aɨ	yes	a	ɨ	d	d	
rái-tɨ-e	ái	yes	á	i	r	t	
rái-tɨ-e	ɨ-e	no	ɨ	e	t	#	
i-ché-raɨ	aɨ	yes	a	ɨ	r	#	
to-tí-ba-cui	ui	yes	u	i	c	#	
ji-mé-gaɨ	aɨ	yes	a	ɨ	g	#	
raɨ-ré-de	aɨ	yes	a	ɨ	r	r	
ɨ-muí-de	uí	yes	u	í	m	d	
lla-ró-cai-zaɨ	ai	yes	a	i	c	z	
lla-ró-cai-zaɨ	aɨ	yes	a	ɨ	z	#	
jáɨ-nu-ai-de	áɨ	yes	á	ɨ	j	n	
jáɨ-nu-ai-de	u-a	no	u	a	n	i	
jáɨ-nu-ai-de	ai	yes	a	i	u	d	
ái-ca-ni-du-ru	ái	yes	á	i	#	c	
dá-e	á-e	no	á	e	d	#	
jée-llo-nai-de	ée	yes	é	e	j	l	
jée-llo-nai-de	ai	yes	a	i	n	d	
qui-tí̵-o-do	ui	yes	u	i	q	t	
qui-tí̵-o-do	í̵-o	no	í̵	o	t	d	
fáa-jaɨ-de	áa	yes	á	a	f	j	
fáa-jaɨ-de	aɨ	yes	a	ɨ	j	d	
ái-ma-de	ái	yes	á	i	#	m	
ju-í-da-co	u-í	no	u	í	j	d	
é-re-bai-do	ai	yes	a	i	b	d	
ji-áɨ-co	i-á	no	i	á	j	ɨ	
ji-áɨ-co	áɨ	yes	á	ɨ	i	c	
llí̵ɨ-no-te	í̵ɨ	yes	í̵	ɨ	l	n	
llí̵-daɨ-ni	aɨ	yes	a	ɨ	d	n	
llí̵ɨ-de	í̵ɨ	yes	í̵	ɨ	l	d	
óo-fo	óo	yes	ó	o	#	f	
mui-ná-fe	ui	yes	u	i	m	n	
ji-zái-ño	ái	yes	á	i	z	ñ	
ai-áɨ-ri-te	ai	yes	a	i	#	á	
ai-áɨ-ri-te	i-á	no	i	á	a	ɨ	
ai-áɨ-ri-te	áɨ	yes	á	ɨ	i	r	
i-áɨ-oɨ	i-á	no	i	á	#	ɨ	
i-áɨ-oɨ	áɨ	yes	á	ɨ	i	o	
i-áɨ-oɨ	ɨ-o	no	ɨ	o	á	ɨ	
i-áɨ-oɨ	oɨ	yes	o	ɨ	ɨ	#	
llóo-da	óo	yes	ó	o	l	d	
jɨ-é-re-de	ɨ-é	no	ɨ	é	j	r	
jée-ri-e	ée	yes	é	e	j	r	
jée-ri-e	i-e	no	i	e	r	#	
jí-fi-cɨ-raɨ	aɨ	yes	a	ɨ	r	#	
née	ée	yes	é	e	n	#	
mó-noɨ	oɨ	yes	o	ɨ	n	#	
gó-fai-co	ai	yes	a	i	f	c	
ɨ-duí-de	uí	yes	u	í	d	d	
gí̵ɨ-o	í̵ɨ	yes	í̵	ɨ	g	o	
gí̵ɨ-o	ɨ-o	no	ɨ	o	í̵	#	
ráɨ-nai-cai-de	áɨ	yes	á	ɨ	r	n	
ráɨ-nai-cai-de	ai	yes	a	i	n	c	
ráɨ-nai-cai-de	ai	yes	a	i	c	d	
u-í-co-fo	u-í	no	u	í	#	c	
á-re-fa-raɨ	aɨ	yes	a	ɨ	r	#	
dú-e-ra	ú-e	no	ú	e	d	r	
jí-e	í-e	no	í	e	j	#	
ja-cá-faɨ	aɨ	yes	a	ɨ	f	#	
dú-e-re	ú-e	no	ú	e	d	r	
ai-ró-de	ai	yes	a	i	#	r	
ja-cái-cu-ru	ái	yes	á	i	c	c	
chíi-cɨ	íi	yes	í	i	h	c	
o-bí-lla-caɨ	aɨ	yes	a	ɨ	c	#	
í-e-ñe-de	í-e	no	í	e	#	ñ	
ɨ-í-faɨ-ngo	ɨ-í	no	ɨ	í	#	f	
ɨ-í-faɨ-ngo	aɨ	yes	a	ɨ	f	n	
bi-rí̵-coɨ-te	oɨ	yes	o	ɨ	c	t	
bo-á-da	o-á	no	o	á	b	d	
co-mái-be	ái	yes	á	i	m	b	
ée-no-te	ée	yes	é	e	#	n	
naɨ-tá-de	aɨ	yes	a	ɨ	n	t	
e-gái-de	ái	yes	á	i	g	d	
jo-ré-u-ai	é-u	no	é	u	r	a	
jo-ré-u-ai	u-a	no	u	a	é	i	
jo-ré-u-ai	ai	yes	a	i	u	#	
i-lláɨ-re-na-fue	áɨ	yes	á	ɨ	l	r	
i-lláɨ-re-na-fue	ue	yes	u	e	f	#	
dá-tai-de	ai	yes	a	i	t	d	
dɨ-á-be	ɨ-á	no	ɨ	á	d	b	
ñui-tá-de	ui	yes	u	i	ñ	t	
re-tái-do-raɨ-ma	ái	yes	á	i	t	d	
re-tái-do-raɨ-ma	aɨ	yes	a	ɨ	r	m	
dúi-ji-cai-de	úi	yes	ú	i	d	j	
dúi-ji-cai-de	ai	yes	a	i	c	d	
ze-fuí-de	uí	yes	u	í	f	d	
gúa-ja-zaɨ-bi-te	úa	yes	ú	a	g	j	
gúa-ja-zaɨ-bi-te	aɨ	yes	a	ɨ	z	b	
bo-bái-e-raɨ-ma	ái	yes	á	i	b	e	
bo-bái-e-raɨ-ma	i-e	no	i	e	á	r	
bo-bái-e-raɨ-ma	aɨ	yes	a	ɨ	r	m	
tí̵-foɨ-de	oɨ	yes	o	ɨ	f	d	
me-llé-oi-cai-de	é-o	no	é	o	l	i	
me-llé-oi-cai-de	oi	yes	o	i	é	c	
me-llé-oi-cai-de	ai	yes	a	i	c	d	
no-cáe	áe	yes	á	e	c	#	
éɨ-lloi-cɨ	éɨ	yes	é	ɨ	#	l	
éɨ-lloi-cɨ	oi	yes	o	i	l	c	
i-lló-ai	ó-a	no	ó	a	l	i	
i-lló-ai	ai	yes	a	i	ó	#	
ɨ-dí̵-tai-ro-de	ai	yes	a	i	t	r	
fɨ-cáɨ-ngo	áɨ	yes	á	ɨ	c	n	
cú-maɨ-ru-ngo	aɨ	yes	a	ɨ	m	r	
cú-aɨ-de	ú-a	no	ú	a	c	ɨ	
cú-aɨ-de	aɨ	yes	a	ɨ	ú	d	
llée-do	ée	yes	é	e	l	d	
tɨ-cáɨ-de	áɨ	yes	á	ɨ	c	d	
u-í-dɨ-jɨ	u-í	no	u	í	#	d	
a-ná-bai-te	ai	yes	a	i	b	t	
ai-zí̵-de	ai	yes	a	i	#	z	
ú-ra-doi-de	oi	yes	o	i	d	d	
ui-llí-ña	ui	yes	u	i	#	l	
me-ró-ri-tɨ-nu-aɨ	u-a	no	u	a	n	ɨ	
me-ró-ri-tɨ-nu-aɨ	aɨ	yes	a	ɨ	u	#	
náɨ-me-nɨ	áɨ	yes	á	ɨ	n	m	
dá-fue-á-ma-ni	ue	yes	u	e	f	á	
dá-fue-á-ma-ni	e-á	no	e	á	u	m	
daɨ-í	aɨ	yes	a	ɨ	d	í	
daɨ-í	ɨ-í	no	ɨ	í	a	#	
í-mɨ-e	ɨ-e	no	ɨ	e	m	#	
llí̵-cɨ-aɨ	ɨ-a	no	ɨ	a	c	ɨ	
llí̵-cɨ-aɨ	aɨ	yes	a	ɨ	ɨ	#	
cai-gái-de	ai	yes	a	i	c	g	
cai-gái-de	ái	yes	á	i	g	d	
bɨ-ró-dai-te	ai	yes	a	i	d	t	
ai-rí̵-i-de	ai	yes	a	i	#	r	
ai-rí̵-i-de	í̵-i	no	í̵	i	r	d	
jɨ-cuí-de	uí	yes	u	í	c	d	
quí-ri-re-de	uí	yes	u	í	q	r	
bó-cɨ-ai	ɨ-a	no	ɨ	a	c	i	
bó-cɨ-ai	ai	yes	a	i	ɨ	#	
rí̵ɨ-ti-jɨ-de	í̵ɨ	yes	í̵	ɨ	r	t	
ñaɨ-tá-oi-ca-bi-te	aɨ	yes	a	ɨ	ñ	t	
ñaɨ-tá-oi-ca-bi-te	á-o	no	á	o	t	i	
ñaɨ-tá-oi-ca-bi-te	oi	yes	o	i	á	c	
mú-rui-fe	ui	yes	u	i	r	f	
i-zí-ga-roɨ	oɨ	yes	o	ɨ	r	#	
fɨ-é-do-te	ɨ-é	no	ɨ	é	f	d	
í-gaɨ	aɨ	yes	a	ɨ	g	#	
ná-no-ra-mɨ-e	ɨ-e	no	ɨ	e	m	#	
cɨ-mó-jai-cɨ	ai	yes	a	i	j	c	
e-gái-ño-te	ái	yes	á	i	g	ñ	
jo-fó-fe-nei-de	ei	yes	e	i	n	d	
u-rú-nai-te	ai	yes	a	i	n	t	
zi-ái-cɨ	i-á	no	i	á	z	i	
zi-ái-cɨ	ái	yes	á	i	i	c	
dɨ-é-ze	ɨ-é	no	ɨ	é	d	z	
móo-nai-te	óo	yes	ó	o	m	n	
móo-nai-te	ai	yes	a	i	n	t	
dáa-fe-lle	áa	yes	á	a	d	f	
jí-tɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
jé-lloi-cɨ-ri-e	oi	yes	o	i	l	c	
jé-lloi-cɨ-ri-e	i-e	no	i	e	r	#	
aɨ-ní-ri-te	aɨ	yes	a	ɨ	#	n	
jái-na-gai-llaɨ	ái	yes	á	i	j	n	
jái-na-gai-llaɨ	ai	yes	a	i	g	l	
jái-na-gai-llaɨ	aɨ	yes	a	ɨ	l	#	
jáa-no-te	áa	yes	á	a	j	n	
í̵-i-za	í̵-i	no	í̵	i	#	z	
no-nó-rai	ai	yes	a	i	r	#	
lla-rá-o-ca-na	á-o	no	á	o	r	c	
nɨ-mái-do	ái	yes	á	i	m	d	
o-nó-caɨ	aɨ	yes	a	ɨ	c	#	
du-tái-ba-ga	ái	yes	á	i	t	b	
tí̵-i-cai-de	í̵-i	no	í̵	i	t	c	
tí̵-i-cai-de	ai	yes	a	i	c	d	
cúe-ro-fe-ño	úe	yes	ú	e	c	r	
goi-ó-co	oi	yes	o	i	g	ó	
goi-ó-co	i-ó	no	i	ó	o	c	
ja-cí̵-nai-fi-cai-de	ai	yes	a	i	n	f	
ja-cí̵-nai-fi-cai-de	ai	yes	a	i	c	d	
ze-gó-nai-te	ai	yes	a	i	n	t	
a-mé-o-cɨ	é-o	no	é	o	m	c	
tɨ-fí-nai-te	ai	yes	a	i	n	t	
ui-nái-de	ui	yes	u	i	#	n	
ui-nái-de	ái	yes	á	i	n	d	
jí-e-fue	í-e	no	í	e	j	f	
jí-e-fue	ue	yes	u	e	f	#	
qué-rai-te	ué	yes	u	é	q	r	
qué-rai-te	ai	yes	a	i	r	t	
úi-llo-be-fe	úi	yes	ú	i	#	l	
rɨ-é-de	ɨ-é	no	ɨ	é	r	d	
táɨ-co-ro	áɨ	yes	á	ɨ	t	c	
ja-cái-jɨ	ái	yes	á	i	c	j	
llíi-cɨ	íi	yes	í	i	l	c	
jí̵-fo-tɨ-i	ɨ-i	no	ɨ	i	t	#	
ée-ta	ée	yes	é	e	#	t	
dɨ-é-ze-de	ɨ-é	no	ɨ	é	d	z	
jɨ-cuí-lli-de	uí	yes	u	í	c	l	
fá-doɨ-de	oɨ	yes	o	ɨ	d	d	
úi-te	úi	yes	ú	i	#	t	
jóo-ne-te	óo	yes	ó	o	j	n	
éi-ño	éi	yes	é	i	#	ñ	
óo-go-re	óo	yes	ó	o	#	g	
fɨ-é-ri-te	ɨ-é	no	ɨ	é	f	r	
dá-e-llɨ-noɨ	á-e	no	á	e	d	l	
dá-e-llɨ-noɨ	oɨ	yes	o	ɨ	n	#	
fai-bé-gɨ-roɨ	ai	yes	a	i	f	b	
fai-bé-gɨ-roɨ	oɨ	yes	o	ɨ	r	#	
mú-ti-o	i-o	no	i	o	t	#	
bɨ-dá-cɨ-i-de	ɨ-i	no	ɨ	i	c	d	
e-nái-ze	ái	yes	á	i	n	z	
ɨ-ráɨ-cai-aɨ-oɨ	áɨ	yes	á	ɨ	r	c	
ɨ-ráɨ-cai-aɨ-oɨ	ai	yes	a	i	c	a	
ɨ-ráɨ-cai-aɨ-oɨ	i-a	no	i	a	a	ɨ	
ɨ-ráɨ-cai-aɨ-oɨ	aɨ	yes	a	ɨ	i	o	
ɨ-ráɨ-cai-aɨ-oɨ	ɨ-o	no	ɨ	o	a	ɨ	
ɨ-ráɨ-cai-aɨ-oɨ	oɨ	yes	o	ɨ	ɨ	#	
jé-ta-fue	ue	yes	u	e	f	#	
dɨ-ó-goɨ	ɨ-ó	no	ɨ	ó	d	g	
dɨ-ó-goɨ	oɨ	yes	o	ɨ	g	#	
é-cɨ-moɨ	oɨ	yes	o	ɨ	m	#	
i-á-cɨ-lloɨ	i-á	no	i	á	#	c	
i-á-cɨ-lloɨ	oɨ	yes	o	ɨ	l	#	
zéi-ri-raɨ-ngo	éi	yes	é	i	z	r	
zéi-ri-raɨ-ngo	aɨ	yes	a	ɨ	r	n	
rui-zái-re-de	ui	yes	u	i	r	z	
rui-zái-re-de	ái	yes	á	i	z	r	
jé-ɨ-ri-te	é-ɨ	no	é	ɨ	j	r	
zí-e	í-e	no	í	e	z	#	
ui-cáɨ-do	ui	yes	u	i	#	c	
ui-cáɨ-do	áɨ	yes	á	ɨ	c	d	
fúe-ñe	úe	yes	ú	e	f	ñ	
dú-cɨ-ai-de	ɨ-a	no	ɨ	a	c	i	
dú-cɨ-ai-de	ai	yes	a	i	ɨ	d	
tí̵-i-de	í̵-i	no	í̵	i	t	d	
cá-caɨ	aɨ	yes	a	ɨ	c	#	
llíi-be	íi	yes	í	i	l	b	
chi-ái-foɨ	i-á	no	i	á	h	i	
chi-ái-foɨ	ái	yes	á	i	i	f	
chi-ái-foɨ	oɨ	yes	o	ɨ	f	#	
gai-rá-na	ai	yes	a	i	g	r	
náɨ-raɨ-re-de	áɨ	yes	á	ɨ	n	r	
náɨ-raɨ-re-de	aɨ	yes	a	ɨ	r	r	
ɨ-ráɨ-zi-tɨ-de	áɨ	yes	á	ɨ	r	z	
jui-có-de	ui	yes	u	i	j	c	
ai-llói-cai-de	ai	yes	a	i	#	l	
ai-llói-cai-de	ói	yes	ó	i	l	c	
ai-llói-cai-de	ai	yes	a	i	c	d	
múi-zaɨ-me-jɨ	úi	yes	ú	i	m	z	
múi-zaɨ-me-jɨ	aɨ	yes	a	ɨ	z	m	
cú-iu-aɨ	ú-i	no	ú	i	c	u	
cú-iu-aɨ	iu	yes	i	u	ú	a	
cú-iu-aɨ	u-a	no	u	a	i	ɨ	
cú-iu-aɨ	aɨ	yes	a	ɨ	u	#	
co-ró-bai-te	ai	yes	a	i	b	t	
tú-i-e-de	ú-i	no	ú	i	t	e	
tú-i-e-de	i-e	no	i	e	ú	d	
jí-aɨ-re	í-a	no	í	a	j	ɨ	
jí-aɨ-re	aɨ	yes	a	ɨ	í	r	
jo-ré-nai-te	ai	yes	a	i	n	t	
fa-có-fɨ-re-dɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
u-gú-ai-ño	ú-a	no	ú	a	g	i	
u-gú-ai-ño	ai	yes	a	i	ú	ñ	
zúi-te	úi	yes	ú	i	z	t	
qué-coɨ-de	ué	yes	u	é	q	c	
qué-coɨ-de	oɨ	yes	o	ɨ	c	d	
llaɨ-tá-de	aɨ	yes	a	ɨ	l	t	
ja-gái-be	ái	yes	á	i	g	b	
cúi-ta	úi	yes	ú	i	c	t	
í-du-aɨ	u-a	no	u	a	d	ɨ	
í-du-aɨ	aɨ	yes	a	ɨ	u	#	
có-goɨ	oɨ	yes	o	ɨ	g	#	
jɨ-á-gɨ-baɨ-aɨ	ɨ-á	no	ɨ	á	j	g	
jɨ-á-gɨ-baɨ-aɨ	aɨ	yes	a	ɨ	b	a	
jɨ-á-gɨ-baɨ-aɨ	ɨ-a	no	ɨ	a	a	ɨ	
jɨ-á-gɨ-baɨ-aɨ	aɨ	yes	a	ɨ	ɨ	#	
jái-na-u-aɨ	ái	yes	á	i	j	n	
jái-na-u-aɨ	a-u	no	a	u	n	a	
jái-na-u-aɨ	u-a	no	u	a	a	ɨ	
jái-na-u-aɨ	aɨ	yes	a	ɨ	u	#	
zɨ-llí̵-co-ru-a	u-a	no	u	a	r	#	
mo-ná-fe-ru-i	u-i	no	u	i	r	#	
za-dái-re-de	ái	yes	á	i	d	r	
i-llé-cue-ra	ue	yes	u	e	c	r	
fái-bi-cai-de	ái	yes	á	i	f	b	
fái-bi-cai-de	ai	yes	a	i	c	d	
rí̵-i-rɨ-i-de	í̵-i	no	í̵	i	r	r	
rí̵-i-rɨ-i-de	ɨ-i	no	ɨ	i	r	d	
bí-e	í-e	no	í	e	b	#	
bai-má-cɨ	ai	yes	a	i	b	m	
jíi-bi-llu	íi	yes	í	i	j	b	
ca-nó-raɨ-ma	aɨ	yes	a	ɨ	r	m	
dáɨ-i-fɨ-re-de	áɨ	yes	á	ɨ	d	i	
dáɨ-i-fɨ-re-de	ɨ-i	no	ɨ	i	á	f	
cɨ-ráɨ-caɨ	áɨ	yes	á	ɨ	r	c	
cɨ-ráɨ-caɨ	aɨ	yes	a	ɨ	c	#	
lli-bé-nɨ-aɨ	ɨ-a	no	ɨ	a	n	ɨ	
lli-bé-nɨ-aɨ	aɨ	yes	a	ɨ	ɨ	#	
jée-do	ée	yes	é	e	j	d	
jú-daɨ-de	aɨ	yes	a	ɨ	d	d	
fɨ-é-ni-no	ɨ-é	no	ɨ	é	f	n	
jí̵-re-cai-de	ai	yes	a	i	c	d	
raɨ-bí̵-gɨ-te	aɨ	yes	a	ɨ	r	b	
llíi-fɨ-re-de	íi	yes	í	i	l	f	
maɨ-tí-de	aɨ	yes	a	ɨ	m	t	
ja-gái-cɨ	ái	yes	á	i	g	c	
zí̵-coɨ-de	oɨ	yes	o	ɨ	c	d	
tóɨ-ri-te	óɨ	yes	ó	ɨ	t	r	
cái-ca-bi-te	ái	yes	á	i	c	c	
jú-chi-e	i-e	no	i	e	h	#	
a-ná-fe-cui-ro	ui	yes	u	i	c	r	
náɨ-o	áɨ	yes	á	ɨ	n	o	
náɨ-o	ɨ-o	no	ɨ	o	á	#	
fe-rái-re	ái	yes	á	i	r	r	
mée-re-de	ée	yes	é	e	m	r	
jáa-ja-de	áa	yes	á	a	j	j	
rá-ni-gɨ-ri-o	i-o	no	i	o	r	#	
